Time Period,Reporter,Partner,Sector Group,Export Value,Import Value,Total Trade Volume
2026a,"Korea, Rep.",United Arab Emirates,Sector_6,612.49,811.97,1424.46
2026b,"Korea, Rep.",United Arab Emirates,Sector_6,538.1,954.43,1492.53
2026a,"Korea, Rep.",United Arab Emirates,Sector_7,509.18,462.19,971.37
2026b,"Korea, Rep.",United Arab Emirates,Sector_7,462.73,363.56,826.29
2026a,"Korea, Rep.",United Arab Emirates,Sector_8,646.67,659.32,1305.99
2026b,"Korea, Rep.",United Arab Emirates,Sector_8,480.56,756.36,1236.92
2026a,"Korea, Rep.",Philippines,Sector_1,538.73,439.66,978.3900000000001
2026b,"Korea, Rep.",Philippines,Sector_1,512.37,477.29,989.6600000000001
2026a,"Korea, Rep.",Philippines,Sector_2,936.04,663.64,1599.6799999999998
2026b,"Korea, Rep.",Philippines,Sector_2,842.35,539.34,1381.69
2026a,"Korea, Rep.",Philippines,Sector_3,484.73,808.05,1292.78
2026b,"Korea, Rep.",Philippines,Sector_3,372.74,1047.8,1420.54
2026a,"Korea, Rep.",Philippines,Sector_4,487.49,424.38,911.87
2026b,"Korea, Rep.",Philippines,Sector_4,553.06,351.51,904.5699999999999
2026a,"Korea, Rep.",Philippines,Sector_5,618.79,617.93,1236.7199999999998
2026b,"Korea, Rep.",Philippines,Sector_5,586.04,462.32,1048.36
2026a,"Korea, Rep.",Philippines,Sector_6,581.76,392.35,974.11
2026b,"Korea, Rep.",Philippines,Sector_6,569.22,469.48,1038.7
2026a,"Korea, Rep.",Philippines,Sector_7,464.55,847.77,1312.32
2026b,"Korea, Rep.",Philippines,Sector_7,553.92,1020.62,1574.54
2026a,"Korea, Rep.",Philippines,Sector_8,591.63,984.07,1575.7
2026b,"Korea, Rep.",Philippines,Sector_8,679.53,707.41,1386.94
2026a,"Korea, Rep.",Germany,Sector_1,444.87,211.8,656.6700000000001
2026b,"Korea, Rep.",Germany,Sector_1,501.07,155.21,656.28
2026a,"Korea, Rep.",Germany,Sector_2,735.7,354.73,1090.43
2026b,"Korea, Rep.",Germany,Sector_2,784.85,334.32,1119.17
2026a,"Korea, Rep.",Germany,Sector_3,806.32,891.3,1697.62
2026b,"Korea, Rep.",Germany,Sector_3,935.1,883.18,1818.28
2026a,"Korea, Rep.",Germany,Sector_4,334.06,454.46,788.52
2026b,"Korea, Rep.",Germany,Sector_4,338.07,590.0,928.0699999999999
2026a,"Korea, Rep.",Germany,Sector_5,216.19,304.47,520.6600000000001
2026b,"Korea, Rep.",Germany,Sector_5,270.28,370.52,640.8
2026a,"Korea, Rep.",Germany,Sector_6,271.25,990.01,1261.26
2026b,"Korea, Rep.",Germany,Sector_6,194.56,796.28,990.8399999999999
2026a,"Korea, Rep.",Germany,Sector_7,223.27,206.49,429.76
2026b,"Korea, Rep.",Germany,Sector_7,234.49,193.44,427.93
2026a,"Korea, Rep.",Germany,Sector_8,860.61,629.7,1490.31
2026b,"Korea, Rep.",Germany,Sector_8,996.99,659.96,1656.95
2026a,"Korea, Rep.",France,Sector_1,214.6,344.17,558.77
2026b,"Korea, Rep.",France,Sector_1,154.93,252.77,407.70000000000005
2026a,"Korea, Rep.",France,Sector_2,615.53,407.58,1023.1099999999999
2026b,"Korea, Rep.",France,Sector_2,458.63,309.83,768.46
2026a,"Korea, Rep.",France,Sector_3,438.87,871.37,1310.24
2026b,"Korea, Rep.",France,Sector_3,384.29,803.2,1187.49
2026a,"Korea, Rep.",France,Sector_4,701.39,895.46,1596.85
2026b,"Korea, Rep.",France,Sector_4,629.65,740.1,1369.75
2026a,"Korea, Rep.",France,Sector_5,413.14,657.55,1070.69
2026b,"Korea, Rep.",France,Sector_5,460.88,532.78,993.66
2026a,"Korea, Rep.",France,Sector_6,238.86,282.19,521.05
2026b,"Korea, Rep.",France,Sector_6,224.23,290.05,514.28
2026a,"Korea, Rep.",France,Sector_7,544.11,658.64,1202.75
2026b,"Korea, Rep.",France,Sector_7,381.06,762.82,1143.88
2026a,"Korea, Rep.",France,Sector_8,452.1,507.34,959.44
2026b,"Korea, Rep.",France,Sector_8,392.2,585.12,977.3199999999999
2026a,"Korea, Rep.",Switzerland,Sector_1,846.34,685.62,1531.96
2026b,"Korea, Rep.",Switzerland,Sector_1,648.01,887.73,1535.74
2026a,"Korea, Rep.",Switzerland,Sector_2,595.03,456.68,1051.71
2026b,"Korea, Rep.",Switzerland,Sector_2,753.3,565.27,1318.57
2026a,"Korea, Rep.",Switzerland,Sector_3,336.24,709.2,1045.44
2026b,"Korea, Rep.",Switzerland,Sector_3,415.56,781.48,1197.04
2026a,"Korea, Rep.",Switzerland,Sector_4,227.34,289.97,517.3100000000001
2026b,"Korea, Rep.",Switzerland,Sector_4,282.64,324.36,607.0
2026a,"Korea, Rep.",Switzerland,Sector_5,424.86,980.87,1405.73
2026b,"Korea, Rep.",Switzerland,Sector_5,407.85,907.83,1315.68
2026a,"Korea, Rep.",Switzerland,Sector_6,923.18,491.0,1414.1799999999998
2026b,"Korea, Rep.",Switzerland,Sector_6,1143.0,631.47,1774.47
2026a,"Korea, Rep.",Switzerland,Sector_7,252.94,862.85,1115.79
2026b,"Korea, Rep.",Switzerland,Sector_7,212.27,976.43,1188.7
2026a,"Korea, Rep.",Switzerland,Sector_8,612.18,714.68,1326.86
2026b,"Korea, Rep.",Switzerland,Sector_8,432.27,711.87,1144.1399999999999
2026a,"Korea, Rep.",Netherlands,Sector_1,562.32,903.8,1466.12
2026b,"Korea, Rep.",Netherlands,Sector_1,416.69,673.62,1090.31
2026a,"Korea, Rep.",Netherlands,Sector_2,566.79,386.3,953.0899999999999
2026b,"Korea, Rep.",Netherlands,Sector_2,559.87,316.42,876.29
2026a,"Korea, Rep.",Netherlands,Sector_3,975.61,888.39,1864.0
2026b,"Korea, Rep.",Netherlands,Sector_3,1027.37,845.85,1873.2199999999998
2026a,"Korea, Rep.",Netherlands,Sector_4,965.95,450.88,1416.83
2026b,"Korea, Rep.",Netherlands,Sector_4,1184.38,454.73,1639.1100000000001
2026a,"Korea, Rep.",Netherlands,Sector_5,520.41,999.65,1520.06
2026b,"Korea, Rep.",Netherlands,Sector_5,447.79,1026.55,1474.34
2026a,"Korea, Rep.",Netherlands,Sector_6,798.29,215.74,1014.03
2026b,"Korea, Rep.",Netherlands,Sector_6,988.9,179.78,1168.68
2026a,"Korea, Rep.",Netherlands,Sector_7,211.92,991.25,1203.17
2026b,"Korea, Rep.",Netherlands,Sector_7,206.46,1288.5,1494.96
2026a,"Korea, Rep.",Netherlands,Sector_8,322.77,724.75,1047.52
2026b,"Korea, Rep.",Netherlands,Sector_8,232.77,715.69,948.46
2026a,Japan,Thailand,Sector_1,444.51,870.09,1314.6
2026b,Japan,Thailand,Sector_1,349.37,1021.06,1370.4299999999998
2026a,Japan,Thailand,Sector_2,480.01,227.44,707.45
2026b,Japan,Thailand,Sector_2,402.85,266.9,669.75
2026a,Japan,Thailand,Sector_3,680.29,270.6,950.89
2026b,Japan,Thailand,Sector_3,869.58,338.07,1207.65
2026a,Japan,Thailand,Sector_4,287.92,272.62,560.54
2026b,Japan,Thailand,Sector_4,368.61,328.13,696.74
2026a,Japan,Thailand,Sector_5,469.29,299.16,768.45
2026b,Japan,Thailand,Sector_5,330.24,383.66,713.9000000000001
2026a,Japan,Thailand,Sector_6,442.39,767.15,1209.54
2026b,Japan,Thailand,Sector_6,413.32,707.43,1120.75
2026a,Japan,Thailand,Sector_7,739.72,930.0,1669.72
2026b,Japan,Thailand,Sector_7,709.7,1053.45,1763.15
2026a,Japan,Thailand,Sector_8,598.0,468.47,1066.47
2026b,Japan,Thailand,Sector_8,475.8,418.06,893.86
2026a,Japan,Australia,Sector_1,757.36,680.18,1437.54
2026b,Japan,Australia,Sector_1,725.63,517.13,1242.76
2026a,Japan,Australia,Sector_2,628.44,357.29,985.73
2026b,Japan,Australia,Sector_2,705.91,391.25,1097.1599999999999
2026a,Japan,Australia,Sector_3,746.5,722.37,1468.87
2026b,Japan,Australia,Sector_3,680.31,621.54,1301.85
2026a,Japan,Australia,Sector_4,592.11,460.35,1052.46
2026b,Japan,Australia,Sector_4,681.61,422.41,1104.02
2026a,Japan,Australia,Sector_5,811.62,801.35,1612.97
2026b,Japan,Australia,Sector_5,855.02,756.86,1611.88
2026a,Japan,Australia,Sector_6,625.74,819.72,1445.46
2026b,Japan,Australia,Sector_6,514.01,757.71,1271.72
2026a,Japan,Australia,Sector_7,339.45,511.25,850.7
2026b,Japan,Australia,Sector_7,238.53,442.19,680.72
2026a,Japan,Australia,Sector_8,288.56,727.74,1016.3
2026b,Japan,Australia,Sector_8,225.2,624.04,849.24
2026a,Japan,Vietnam,Sector_1,285.07,523.72,808.79
2026b,Japan,Vietnam,Sector_1,257.65,428.65,686.3
2026a,Japan,Vietnam,Sector_2,702.25,952.22,1654.47
2026b,Japan,Vietnam,Sector_2,756.84,1188.6,1945.44
2026a,Japan,Vietnam,Sector_3,914.53,489.29,1403.82
2026b,Japan,Vietnam,Sector_3,734.99,410.76,1145.75
2026a,Japan,Vietnam,Sector_4,533.85,889.53,1423.38
2026b,Japan,Vietnam,Sector_4,412.56,836.5,1249.06
2026a,Japan,Vietnam,Sector_5,981.92,985.62,1967.54
2026b,Japan,Vietnam,Sector_5,1233.89,905.88,2139.77
2026a,Japan,Vietnam,Sector_6,620.89,973.12,1594.01
2026b,Japan,Vietnam,Sector_6,491.45,946.77,1438.22
2026a,Japan,Vietnam,Sector_7,412.42,209.05,621.47
2026b,Japan,Vietnam,Sector_7,480.71,197.62,678.3299999999999
2026a,Japan,Vietnam,Sector_8,556.08,672.76,1228.8400000000001
2026b,Japan,Vietnam,Sector_8,638.21,654.05,1292.26
2026a,Japan,India,Sector_1,988.02,318.39,1306.4099999999999
2026b,Japan,India,Sector_1,1098.16,258.97,1357.13
2026a,Japan,India,Sector_2,444.77,363.15,807.92
2026b,Japan,India,Sector_2,534.99,302.49,837.48
2026a,Japan,India,Sector_3,432.48,491.25,923.73
2026b,Japan,India,Sector_3,315.65,408.35,724.0
2026a,Japan,India,Sector_4,732.31,385.31,1117.62
2026b,Japan,India,Sector_4,925.23,496.28,1421.51
2026a,Japan,India,Sector_5,684.7,329.83,1014.53
2026b,Japan,India,Sector_5,824.46,324.35,1148.81
2026a,Japan,India,Sector_6,207.5,386.75,594.25
2026b,Japan,India,Sector_6,149.58,290.51,440.09000000000003
2026a,Japan,India,Sector_7,959.63,299.33,1258.96
2026b,Japan,India,Sector_7,919.76,364.21,1283.97
2026a,Japan,India,Sector_8,795.91,260.41,1056.32
2026b,Japan,India,Sector_8,894.96,244.94,1139.9
2026a,Japan,United Arab Emirates,Sector_1,211.49,281.53,493.02
2026b,Japan,United Arab Emirates,Sector_1,247.19,310.61,557.8
2026a,Japan,United Arab Emirates,Sector_2,434.16,694.86,1129.02
2026b,Japan,United Arab Emirates,Sector_2,456.97,849.6,1306.5700000000002
2026a,Japan,United Arab Emirates,Sector_3,563.68,675.01,1238.69
2026b,Japan,United Arab Emirates,Sector_3,663.89,673.73,1337.62
2026a,Japan,United Arab Emirates,Sector_4,709.5,915.92,1625.42
2026b,Japan,United Arab Emirates,Sector_4,530.45,881.27,1411.72
2026a,Japan,United Arab Emirates,Sector_5,838.62,982.86,1821.48
2026b,Japan,United Arab Emirates,Sector_5,740.27,902.42,1642.69
2026a,Japan,United Arab Emirates,Sector_6,715.93,498.1,1214.03
2026b,Japan,United Arab Emirates,Sector_6,868.85,555.23,1424.08
2026a,Japan,United Arab Emirates,Sector_7,905.18,988.2,1893.38
2026b,Japan,United Arab Emirates,Sector_7,1137.35,1160.14,2297.49
2026a,Japan,United Arab Emirates,Sector_8,325.95,521.4,847.3499999999999
2026b,Japan,United Arab Emirates,Sector_8,232.92,514.05,746.9699999999999
2026a,Japan,Philippines,Sector_1,694.31,570.91,1265.2199999999998
2026b,Japan,Philippines,Sector_1,769.12,469.63,1238.75
2026a,Japan,Philippines,Sector_2,837.53,225.83,1063.36
2026b,Japan,Philippines,Sector_2,907.11,168.64,1075.75
2026a,Japan,Philippines,Sector_3,899.38,971.98,1871.3600000000001
2026b,Japan,Philippines,Sector_3,765.02,784.93,1549.9499999999998
2026a,Japan,Philippines,Sector_4,370.06,204.96,575.02
2026b,Japan,Philippines,Sector_4,440.39,263.03,703.42
2026a,Japan,Philippines,Sector_5,271.89,812.56,1084.4499999999998
2026b,Japan,Philippines,Sector_5,270.88,633.97,904.85
2026a,Japan,Philippines,Sector_6,499.59,599.44,1099.03
2026b,Japan,Philippines,Sector_6,485.57,728.82,1214.39
2026a,Japan,Philippines,Sector_7,959.34,981.62,1940.96
2026b,Japan,Philippines,Sector_7,828.4,822.33,1650.73
2026a,Japan,Philippines,Sector_8,797.31,408.49,1205.8
2026b,Japan,Philippines,Sector_8,614.67,425.8,1040.47
2026a,Japan,Germany,Sector_1,933.16,925.26,1858.42
2026b,Japan,Germany,Sector_1,1204.07,686.8,1890.87
2026a,Japan,Germany,Sector_2,911.79,713.27,1625.06
2026b,Japan,Germany,Sector_2,1027.56,620.09,1647.65
2026a,Japan,Germany,Sector_3,913.13,459.03,1372.1599999999999
2026b,Japan,Germany,Sector_3,901.11,420.95,1322.06
2026a,Japan,Germany,Sector_4,746.61,305.25,1051.8600000000001
2026b,Japan,Germany,Sector_4,535.13,384.52,919.65
2026a,Japan,Germany,Sector_5,531.9,635.42,1167.32
2026b,Japan,Germany,Sector_5,396.1,707.71,1103.81
2026a,Japan,Germany,Sector_6,916.9,735.64,1652.54
2026b,Japan,Germany,Sector_6,698.84,703.92,1402.76
2026a,Japan,Germany,Sector_7,335.22,532.77,867.99
2026b,Japan,Germany,Sector_7,294.88,408.0,702.88
2026a,Japan,Germany,Sector_8,639.93,688.19,1328.12
2026b,Japan,Germany,Sector_8,721.17,782.52,1503.69
2026a,Japan,France,Sector_1,403.4,386.85,790.25
2026b,Japan,France,Sector_1,502.96,485.66,988.62
2026a,Japan,France,Sector_2,653.62,771.13,1424.75
2026b,Japan,France,Sector_2,614.04,601.05,1215.09
2026a,Japan,France,Sector_3,568.24,944.09,1512.33
2026b,Japan,France,Sector_3,414.02,1176.6,1590.62
2026a,Japan,France,Sector_4,294.04,798.55,1092.59
2026b,Japan,France,Sector_4,283.88,933.79,1217.67
2026a,Japan,France,Sector_5,652.54,603.64,1256.1799999999998
2026b,Japan,France,Sector_5,561.23,434.94,996.1700000000001
2026a,Japan,France,Sector_6,229.94,997.8,1227.74
2026b,Japan,France,Sector_6,187.27,731.11,918.38
2026a,Japan,France,Sector_7,487.4,907.98,1395.38
2026b,Japan,France,Sector_7,435.53,932.83,1368.3600000000001
2026a,Japan,France,Sector_8,569.52,552.4,1121.92
2026b,Japan,France,Sector_8,664.78,683.26,1348.04
2026a,Japan,Switzerland,Sector_1,818.03,671.39,1489.42
2026b,Japan,Switzerland,Sector_1,628.35,590.12,1218.47
2026a,Japan,Switzerland,Sector_2,493.6,278.98,772.58
2026b,Japan,Switzerland,Sector_2,470.73,360.71,831.44
2026a,Japan,Switzerland,Sector_3,508.4,582.64,1091.04
2026b,Japan,Switzerland,Sector_3,390.71,504.37,895.0799999999999
2026a,Japan,Switzerland,Sector_4,910.0,587.7,1497.7
2026b,Japan,Switzerland,Sector_4,956.98,498.47,1455.45
2026a,Japan,Switzerland,Sector_5,359.71,848.26,1207.97
2026b,Japan,Switzerland,Sector_5,358.77,665.86,1024.63
2026a,Japan,Switzerland,Sector_6,851.29,954.93,1806.2199999999998
2026b,Japan,Switzerland,Sector_6,1008.57,704.17,1712.74
2026a,Japan,Switzerland,Sector_7,370.74,943.7,1314.44
2026b,Japan,Switzerland,Sector_7,291.25,818.92,1110.17
2026a,Japan,Switzerland,Sector_8,655.79,263.54,919.3299999999999
2026b,Japan,Switzerland,Sector_8,688.22,310.99,999.21
2026a,Japan,Netherlands,Sector_1,391.08,806.28,1197.36
2026b,Japan,Netherlands,Sector_1,413.72,697.71,1111.43
2026a,Japan,Netherlands,Sector_2,467.3,774.54,1241.84
2026b,Japan,Netherlands,Sector_2,576.84,663.76,1240.6
2026a,Japan,Netherlands,Sector_3,799.64,901.8,1701.44
2026b,Japan,Netherlands,Sector_3,947.39,892.53,1839.92
2026a,Japan,Netherlands,Sector_4,609.38,542.09,1151.47
2026b,Japan,Netherlands,Sector_4,548.07,403.72,951.7900000000001
2026a,Japan,Netherlands,Sector_5,819.55,950.27,1769.82
2026b,Japan,Netherlands,Sector_5,802.3,980.93,1783.23
2026a,Japan,Netherlands,Sector_6,253.99,350.07,604.06
2026b,Japan,Netherlands,Sector_6,311.49,452.92,764.4100000000001
2026a,Japan,Netherlands,Sector_7,662.03,873.09,1535.12
2026b,Japan,Netherlands,Sector_7,570.27,644.31,1214.58
2026a,Japan,Netherlands,Sector_8,852.14,791.3,1643.44
2026b,Japan,Netherlands,Sector_8,776.24,554.52,1330.76
2026a,Thailand,Australia,Sector_1,905.78,690.93,1596.71
2026b,Thailand,Australia,Sector_1,809.17,886.84,1696.01
2026a,Thailand,Australia,Sector_2,712.54,250.86,963.4
2026b,Thailand,Australia,Sector_2,510.61,302.49,813.1
2026a,Thailand,Australia,Sector_3,974.86,668.96,1643.8200000000002
2026b,Thailand,Australia,Sector_3,1102.42,484.24,1586.66
2026a,Thailand,Australia,Sector_4,232.06,272.95,505.01
2026b,Thailand,Australia,Sector_4,233.28,276.0,509.28
2026a,Thailand,Australia,Sector_5,584.52,794.67,1379.19
2026b,Thailand,Australia,Sector_5,481.57,653.38,1134.95
2026a,Thailand,Australia,Sector_6,822.1,332.01,1154.1100000000001
2026b,Thailand,Australia,Sector_6,818.46,317.97,1136.43
2026a,Thailand,Australia,Sector_7,692.13,683.15,1375.28
2026b,Thailand,Australia,Sector_7,635.23,694.68,1329.9099999999999
2026a,Thailand,Australia,Sector_8,374.72,510.75,885.47
2026b,Thailand,Australia,Sector_8,288.47,426.32,714.79
2026a,Thailand,Vietnam,Sector_1,916.02,607.95,1523.97
2026b,Thailand,Vietnam,Sector_1,1128.78,432.0,1560.78
2026a,Thailand,Vietnam,Sector_2,522.69,298.21,820.9000000000001
2026b,Thailand,Vietnam,Sector_2,548.71,246.95,795.6600000000001
2026a,Thailand,Vietnam,Sector_3,914.22,428.15,1342.37
2026b,Thailand,Vietnam,Sector_3,746.15,431.5,1177.65
2026a,Thailand,Vietnam,Sector_4,368.11,904.29,1272.4
2026b,Thailand,Vietnam,Sector_4,275.08,810.74,1085.82
2026a,Thailand,Vietnam,Sector_5,601.65,446.32,1047.97
2026b,Thailand,Vietnam,Sector_5,592.01,526.71,1118.72
2026a,Thailand,Vietnam,Sector_6,382.39,576.98,959.37
2026b,Thailand,Vietnam,Sector_6,410.32,516.05,926.3699999999999
2026a,Thailand,Vietnam,Sector_7,229.09,588.43,817.52
2026b,Thailand,Vietnam,Sector_7,259.41,676.44,935.8500000000001
2026a,Thailand,Vietnam,Sector_8,740.55,700.99,1441.54
2026b,Thailand,Vietnam,Sector_8,587.12,823.07,1410.19
2026a,Thailand,India,Sector_1,746.4,371.49,1117.8899999999999
2026b,Thailand,India,Sector_1,932.21,355.63,1287.8400000000001
2026a,Thailand,India,Sector_2,936.19,450.04,1386.23
2026b,Thailand,India,Sector_2,1209.95,557.91,1767.8600000000001
2026a,Thailand,India,Sector_3,824.29,644.69,1468.98
2026b,Thailand,India,Sector_3,645.78,473.84,1119.62
2026a,Thailand,India,Sector_4,970.78,574.44,1545.22
2026b,Thailand,India,Sector_4,691.13,558.54,1249.67
2026a,Thailand,India,Sector_5,648.04,516.25,1164.29
2026b,Thailand,India,Sector_5,562.79,420.15,982.9399999999999
2026a,Thailand,India,Sector_6,939.47,490.28,1429.75
2026b,Thailand,India,Sector_6,1079.83,431.86,1511.69
2026a,Thailand,India,Sector_7,498.0,606.6,1104.6
2026b,Thailand,India,Sector_7,633.78,453.1,1086.88
2026a,Thailand,India,Sector_8,931.3,468.16,1399.46
2026b,Thailand,India,Sector_8,1011.4,359.67,1371.07
2026a,Thailand,United Arab Emirates,Sector_1,303.03,663.39,966.42
2026b,Thailand,United Arab Emirates,Sector_1,363.92,684.45,1048.3700000000001
2026a,Thailand,United Arab Emirates,Sector_2,758.34,883.93,1642.27
2026b,Thailand,United Arab Emirates,Sector_2,897.53,914.86,1812.3899999999999
2026a,Thailand,United Arab Emirates,Sector_3,375.06,214.15,589.21
2026b,Thailand,United Arab Emirates,Sector_3,380.6,188.42,569.02
2026a,Thailand,United Arab Emirates,Sector_4,636.68,739.19,1375.87
2026b,Thailand,United Arab Emirates,Sector_4,824.2,741.86,1566.06
2026a,Thailand,United Arab Emirates,Sector_5,678.61,718.62,1397.23
2026b,Thailand,United Arab Emirates,Sector_5,803.42,832.99,1636.4099999999999
2026a,Thailand,United Arab Emirates,Sector_6,472.2,873.97,1346.17
2026b,Thailand,United Arab Emirates,Sector_6,375.36,703.39,1078.75
2026a,Thailand,United Arab Emirates,Sector_7,790.77,696.83,1487.6
2026b,Thailand,United Arab Emirates,Sector_7,601.59,521.25,1122.8400000000001
2026a,Thailand,United Arab Emirates,Sector_8,565.59,486.79,1052.38
2026b,Thailand,United Arab Emirates,Sector_8,476.46,355.51,831.97
2026a,Thailand,Philippines,Sector_1,431.95,910.24,1342.19
2026b,Thailand,Philippines,Sector_1,361.1,881.11,1242.21
2026a,Thailand,Philippines,Sector_2,241.47,743.44,984.9100000000001
2026b,Thailand,Philippines,Sector_2,169.26,888.22,1057.48
2026a,Thailand,Philippines,Sector_3,250.89,480.4,731.29
2026b,Thailand,Philippines,Sector_3,242.71,557.33,800.0400000000001
2026a,Thailand,Philippines,Sector_4,366.42,207.16,573.58
2026b,Thailand,Philippines,Sector_4,419.06,170.66,589.72
2026a,Thailand,Philippines,Sector_5,584.04,918.31,1502.35
2026b,Thailand,Philippines,Sector_5,633.49,685.73,1319.22
2026a,Thailand,Philippines,Sector_6,249.83,970.77,1220.6
2026b,Thailand,Philippines,Sector_6,318.36,1153.45,1471.81
2026a,Thailand,Philippines,Sector_7,374.06,932.58,1306.64
2026b,Thailand,Philippines,Sector_7,408.76,923.98,1332.74
2026a,Thailand,Philippines,Sector_8,847.08,325.29,1172.3700000000001
2026b,Thailand,Philippines,Sector_8,993.5,268.07,1261.57
2026a,Thailand,Germany,Sector_1,442.8,831.6,1274.4
2026b,Thailand,Germany,Sector_1,543.84,1055.47,1599.31
2026a,Thailand,Germany,Sector_2,572.74,469.84,1042.58
2026b,Thailand,Germany,Sector_2,499.86,541.59,1041.45
2026a,Thailand,Germany,Sector_3,299.33,876.52,1175.85
2026b,Thailand,Germany,Sector_3,299.8,818.31,1118.11
2026a,Thailand,Germany,Sector_4,494.6,878.93,1373.53
2026b,Thailand,Germany,Sector_4,417.74,682.95,1100.69
2026a,Thailand,Germany,Sector_5,272.56,481.01,753.5699999999999
2026b,Thailand,Germany,Sector_5,291.08,590.69,881.77
2026a,Thailand,Germany,Sector_6,668.32,741.95,1410.27
2026b,Thailand,Germany,Sector_6,796.16,902.07,1698.23
2026a,Thailand,Germany,Sector_7,306.09,729.62,1035.71
2026b,Thailand,Germany,Sector_7,271.74,683.2,954.94
2026a,Thailand,Germany,Sector_8,717.33,465.3,1182.63
2026b,Thailand,Germany,Sector_8,691.33,361.77,1053.1
2026a,Thailand,France,Sector_1,471.52,953.63,1425.15
2026b,Thailand,France,Sector_1,600.97,707.09,1308.06
2026a,Thailand,France,Sector_2,380.95,459.81,840.76
2026b,Thailand,France,Sector_2,285.6,503.69,789.29
2026a,Thailand,France,Sector_3,826.69,999.52,1826.21
2026b,Thailand,France,Sector_3,757.86,1191.23,1949.0900000000001
2026a,Thailand,France,Sector_4,332.21,854.73,1186.94
2026b,Thailand,France,Sector_4,335.36,994.07,1329.43
2026a,Thailand,France,Sector_5,445.85,852.25,1298.1
2026b,Thailand,France,Sector_5,380.1,1100.31,1480.4099999999999
2026a,Thailand,France,Sector_6,273.31,841.26,1114.57
2026b,Thailand,France,Sector_6,287.62,839.26,1126.88
2026a,Thailand,France,Sector_7,200.86,789.98,990.84
2026b,Thailand,France,Sector_7,228.33,684.23,912.5600000000001
2026a,Thailand,France,Sector_8,211.77,397.71,609.48
2026b,Thailand,France,Sector_8,255.22,382.05,637.27
2026a,Thailand,Switzerland,Sector_1,497.91,275.02,772.9300000000001
2026b,Thailand,Switzerland,Sector_1,379.11,324.99,704.1
2026a,Thailand,Switzerland,Sector_2,200.08,747.94,948.0200000000001
2026b,Thailand,Switzerland,Sector_2,157.78,896.27,1054.05
2026a,Thailand,Switzerland,Sector_3,988.12,279.78,1267.9
2026b,Thailand,Switzerland,Sector_3,743.66,235.94,979.5999999999999
2026a,Thailand,Switzerland,Sector_4,741.27,650.36,1391.63
2026b,Thailand,Switzerland,Sector_4,661.72,478.36,1140.08
2026a,Thailand,Switzerland,Sector_5,999.23,725.15,1724.38
2026b,Thailand,Switzerland,Sector_5,1048.94,894.92,1943.8600000000001
2026a,Thailand,Switzerland,Sector_6,748.55,926.56,1675.11
2026b,Thailand,Switzerland,Sector_6,796.84,917.04,1713.88
2026a,Thailand,Switzerland,Sector_7,834.42,611.24,1445.6599999999999
2026b,Thailand,Switzerland,Sector_7,1024.79,702.02,1726.81
2026a,Thailand,Switzerland,Sector_8,257.52,570.34,827.86
2026b,Thailand,Switzerland,Sector_8,218.57,623.67,842.24
2026a,Thailand,Netherlands,Sector_1,516.82,946.45,1463.27
2026b,Thailand,Netherlands,Sector_1,532.45,689.22,1221.67
2026a,Thailand,Netherlands,Sector_2,508.64,726.05,1234.69
2026b,Thailand,Netherlands,Sector_2,611.11,707.82,1318.93
2026a,Thailand,Netherlands,Sector_3,905.45,303.14,1208.5900000000001
2026b,Thailand,Netherlands,Sector_3,916.49,251.19,1167.68
2026a,Thailand,Netherlands,Sector_4,303.91,595.24,899.1500000000001
2026b,Thailand,Netherlands,Sector_4,276.81,645.9,922.71
2026a,Thailand,Netherlands,Sector_5,639.73,519.71,1159.44
2026b,Thailand,Netherlands,Sector_5,586.57,476.66,1063.23
2026a,Thailand,Netherlands,Sector_6,455.46,844.14,1299.6
2026b,Thailand,Netherlands,Sector_6,429.29,623.25,1052.54
2026a,Thailand,Netherlands,Sector_7,606.63,529.44,1136.0700000000002
2026b,Thailand,Netherlands,Sector_7,434.12,594.34,1028.46
2026a,Thailand,Netherlands,Sector_8,979.05,967.91,1946.96
2026b,Thailand,Netherlands,Sector_8,1112.36,1153.55,2265.91
2026a,Australia,Vietnam,Sector_1,484.31,221.0,705.31
2026b,Australia,Vietnam,Sector_1,366.84,274.59,641.43
2026a,Australia,Vietnam,Sector_2,722.35,486.01,1208.3600000000001
2026b,Australia,Vietnam,Sector_2,701.92,562.35,1264.27
2026a,Australia,Vietnam,Sector_3,524.87,571.53,1096.4
2026b,Australia,Vietnam,Sector_3,529.42,413.81,943.23
2026a,Australia,Vietnam,Sector_4,418.11,949.34,1367.45
2026b,Australia,Vietnam,Sector_4,377.98,825.16,1203.1399999999999
2026a,Australia,Vietnam,Sector_5,553.84,417.23,971.07
2026b,Australia,Vietnam,Sector_5,394.41,397.03,791.44
2026a,Australia,Vietnam,Sector_6,391.11,438.14,829.25
2026b,Australia,Vietnam,Sector_6,390.68,542.87,933.55
2026a,Australia,Vietnam,Sector_7,442.63,458.02,900.65
2026b,Australia,Vietnam,Sector_7,420.4,546.6,967.0
2026a,Australia,Vietnam,Sector_8,504.92,996.79,1501.71
2026b,Australia,Vietnam,Sector_8,491.21,1012.84,1504.05
2026a,Australia,India,Sector_1,446.06,972.15,1418.21
2026b,Australia,India,Sector_1,546.76,1161.12,1707.8799999999999
2026a,Australia,India,Sector_2,815.62,918.91,1734.53
2026b,Australia,India,Sector_2,736.41,1078.09,1814.5
