country,trade_type,sector,partner_country,volume,previous_volume
Saudi Arabia,export,Electronics,Netherlands,1151,1077
Saudi Arabia,export,Electronics,Turkey,3995,3676
Saudi Arabia,export,Electronics,Indonesia,4440,4332
Saudi Arabia,export,Electronics,South Africa,1069,1045
Saudi Arabia,export,Automotive,Germany,3002,2899
Saudi Arabia,export,Automotive,USA,4559,4662
Saudi Arabia,export,Automotive,France,1228,1235
Saudi Arabia,export,Automotive,Japan,1732,1710
Saudi Arabia,export,Automotive,China,1669,1779
Saudi Arabia,export,Automotive,UK,4611,4795
Saudi Arabia,export,Automotive,India,4692,4432
Saudi Arabia,export,Automotive,Canada,1740,1733
Saudi Arabia,export,Automotive,Brazil,2730,2718
Saudi Arabia,export,Automotive,Australia,3399,3199
Saudi Arabia,export,Automotive,South Korea,3147,3188
Saudi Arabia,export,Automotive,Mexico,1315,1452
Saudi Arabia,export,Automotive,Italy,1741,1804
Saudi Arabia,export,Automotive,Russia,2449,2310
Saudi Arabia,export,Automotive,Spain,1094,1058
Saudi Arabia,export,Automotive,Netherlands,3904,3946
Saudi Arabia,export,Automotive,Turkey,4656,4993
Saudi Arabia,export,Automotive,Indonesia,3274,3317
Saudi Arabia,export,Automotive,South Africa,4255,4294
Saudi Arabia,export,Agriculture,Germany,2948,2963
Saudi Arabia,export,Agriculture,USA,4483,4322
Saudi Arabia,export,Agriculture,France,1079,1030
Saudi Arabia,export,Agriculture,Japan,1652,1507
Saudi Arabia,export,Agriculture,China,4194,4627
Saudi Arabia,export,Agriculture,UK,2129,2138
Saudi Arabia,export,Agriculture,India,4588,4730
Saudi Arabia,export,Agriculture,Canada,540,520
Saudi Arabia,export,Agriculture,Brazil,2936,3248
Saudi Arabia,export,Agriculture,Australia,1302,1329
Saudi Arabia,export,Agriculture,South Korea,4981,5473
Saudi Arabia,export,Agriculture,Mexico,2880,2686
Saudi Arabia,export,Agriculture,Italy,2210,2443
Saudi Arabia,export,Agriculture,Russia,3184,3106
Saudi Arabia,export,Agriculture,Spain,2092,2028
Saudi Arabia,export,Agriculture,Netherlands,4904,4592
Saudi Arabia,export,Agriculture,Turkey,4924,4544
Saudi Arabia,export,Agriculture,Indonesia,2052,2240
Saudi Arabia,export,Agriculture,South Africa,4138,4245
Saudi Arabia,export,Textiles,Germany,4204,4003
Saudi Arabia,export,Textiles,USA,833,919
Saudi Arabia,export,Textiles,France,1159,1081
Saudi Arabia,export,Textiles,Japan,1458,1527
Saudi Arabia,export,Textiles,China,4312,4102
Saudi Arabia,export,Textiles,UK,1012,970
Saudi Arabia,export,Textiles,India,2336,2211
Saudi Arabia,export,Textiles,Canada,3188,2977
Saudi Arabia,export,Textiles,Brazil,2853,2799
Saudi Arabia,export,Textiles,Australia,2834,3067
Saudi Arabia,export,Textiles,South Korea,1940,1848
Saudi Arabia,export,Textiles,Mexico,4650,4568
Saudi Arabia,export,Textiles,Italy,2948,2976
Saudi Arabia,export,Textiles,Russia,2236,2144
Saudi Arabia,export,Textiles,Spain,576,628
Saudi Arabia,export,Textiles,Netherlands,4648,5109
Saudi Arabia,export,Textiles,Turkey,1751,1672
Saudi Arabia,export,Textiles,Indonesia,1424,1356
Saudi Arabia,export,Textiles,South Africa,887,903
Saudi Arabia,export,Pharmaceuticals,Germany,3991,3933
Saudi Arabia,export,Pharmaceuticals,USA,648,596
Saudi Arabia,export,Pharmaceuticals,France,1447,1480
Saudi Arabia,export,Pharmaceuticals,Japan,3406,3145
Saudi Arabia,export,Pharmaceuticals,China,4501,4949
Saudi Arabia,export,Pharmaceuticals,UK,3981,3663
Saudi Arabia,export,Pharmaceuticals,India,516,555
Saudi Arabia,export,Pharmaceuticals,Canada,3137,3122
Saudi Arabia,export,Pharmaceuticals,Brazil,3701,3440
Saudi Arabia,export,Pharmaceuticals,Australia,4628,4291
Saudi Arabia,export,Pharmaceuticals,South Korea,1640,1557
Saudi Arabia,export,Pharmaceuticals,Mexico,3733,3916
Saudi Arabia,export,Pharmaceuticals,Italy,3451,3739
Saudi Arabia,export,Pharmaceuticals,Russia,2018,2095
Saudi Arabia,export,Pharmaceuticals,Spain,4276,4418
Saudi Arabia,export,Pharmaceuticals,Netherlands,4893,4456
Saudi Arabia,export,Pharmaceuticals,Turkey,2713,2963
Saudi Arabia,export,Pharmaceuticals,Indonesia,3077,2871
Saudi Arabia,export,Pharmaceuticals,South Africa,1394,1324
Saudi Arabia,export,Metals,Germany,2842,2784
Saudi Arabia,export,Metals,USA,1678,1647
Saudi Arabia,export,Metals,France,4034,4122
Saudi Arabia,export,Metals,Japan,2881,2685
Saudi Arabia,export,Metals,China,4418,4047
Saudi Arabia,export,Metals,UK,4281,4154
Saudi Arabia,export,Metals,India,2942,3058
Saudi Arabia,export,Metals,Canada,4619,4626
Saudi Arabia,export,Metals,Brazil,2272,2317
Saudi Arabia,export,Metals,Australia,564,536
Saudi Arabia,export,Metals,South Korea,2084,2168
Saudi Arabia,export,Metals,Mexico,4775,4569
Saudi Arabia,export,Metals,Italy,3531,3699
Saudi Arabia,export,Metals,Russia,4757,4773
Saudi Arabia,export,Metals,Spain,3706,3982
Saudi Arabia,export,Metals,Netherlands,1458,1616
Saudi Arabia,export,Metals,Turkey,1344,1279
Saudi Arabia,export,Metals,Indonesia,3147,3010
Saudi Arabia,export,Metals,South Africa,2469,2582
Saudi Arabia,export,Plastics,Germany,4405,4208
Saudi Arabia,export,Plastics,USA,3175,3005
Saudi Arabia,export,Plastics,France,4787,4665
Saudi Arabia,export,Plastics,Japan,1239,1235
Saudi Arabia,export,Plastics,China,1540,1447
Saudi Arabia,export,Plastics,UK,1598,1592
Saudi Arabia,export,Plastics,India,4475,4280
Saudi Arabia,export,Plastics,Canada,646,597
Saudi Arabia,export,Plastics,Brazil,1927,1765
Saudi Arabia,export,Plastics,Australia,3491,3873
Saudi Arabia,export,Plastics,South Korea,4692,4343
Saudi Arabia,export,Plastics,Mexico,4314,4167
Saudi Arabia,export,Plastics,Italy,1523,1427
Saudi Arabia,export,Plastics,Russia,1700,1708
Saudi Arabia,export,Plastics,Spain,4612,4898
Saudi Arabia,export,Plastics,Netherlands,2656,2549
Saudi Arabia,export,Plastics,Turkey,3489,3185
Saudi Arabia,export,Plastics,Indonesia,3161,3012
Saudi Arabia,export,Plastics,South Africa,1683,1591
Saudi Arabia,export,Minerals,Germany,1075,1137
Saudi Arabia,export,Minerals,USA,3097,2834
Saudi Arabia,export,Minerals,France,2817,2692
Saudi Arabia,export,Minerals,Japan,2232,2286
Saudi Arabia,export,Minerals,China,2592,2741
Saudi Arabia,export,Minerals,UK,1421,1383
Saudi Arabia,export,Minerals,India,1063,1007
Saudi Arabia,export,Minerals,Canada,2689,2681
Saudi Arabia,export,Minerals,Brazil,3612,3477
Saudi Arabia,export,Minerals,Australia,1952,1923
Saudi Arabia,export,Minerals,South Korea,3592,3295
Saudi Arabia,export,Minerals,Mexico,4450,4761
Saudi Arabia,export,Minerals,Italy,596,543
Saudi Arabia,export,Minerals,Russia,3970,3953
Saudi Arabia,export,Minerals,Spain,4828,4912
Saudi Arabia,export,Minerals,Netherlands,1380,1428
Saudi Arabia,export,Minerals,Turkey,647,700
Saudi Arabia,export,Minerals,Indonesia,799,861
Saudi Arabia,export,Minerals,South Africa,3787,3696
Saudi Arabia,export,Food Products,Germany,1723,1795
Saudi Arabia,export,Food Products,USA,1454,1335
Saudi Arabia,export,Food Products,France,933,983
Saudi Arabia,export,Food Products,Japan,2370,2186
Saudi Arabia,export,Food Products,China,1904,1859
Saudi Arabia,export,Food Products,UK,2571,2617
Saudi Arabia,export,Food Products,India,2542,2614
Saudi Arabia,export,Food Products,Canada,2867,2796
Saudi Arabia,export,Food Products,Brazil,4584,5044
Saudi Arabia,export,Food Products,Australia,2244,2111
Saudi Arabia,export,Food Products,South Korea,4949,4637
Saudi Arabia,export,Food Products,Mexico,637,691
Saudi Arabia,export,Food Products,Italy,1076,1082
Saudi Arabia,export,Food Products,Russia,750,776
Saudi Arabia,export,Food Products,Spain,1865,2052
Saudi Arabia,export,Food Products,Netherlands,2024,1959
Saudi Arabia,export,Food Products,Turkey,1735,1760
Saudi Arabia,export,Food Products,Indonesia,2690,2901
Saudi Arabia,export,Food Products,South Africa,568,517
Saudi Arabia,export,Wood Products,Germany,1476,1632
Saudi Arabia,export,Wood Products,USA,4277,4309
Saudi Arabia,export,Wood Products,France,2086,2031
Saudi Arabia,export,Wood Products,Japan,613,559
Saudi Arabia,export,Wood Products,China,2004,2118
Saudi Arabia,export,Wood Products,UK,1730,1892
Saudi Arabia,export,Wood Products,India,4667,4281
Saudi Arabia,export,Wood Products,Canada,2466,2492
Saudi Arabia,export,Wood Products,Brazil,1804,1972
Saudi Arabia,export,Wood Products,Australia,2059,2085
Saudi Arabia,export,Wood Products,South Korea,3555,3927
Saudi Arabia,export,Wood Products,Mexico,1012,1004
Saudi Arabia,export,Wood Products,Italy,1904,2026
Saudi Arabia,export,Wood Products,Russia,1599,1572
Saudi Arabia,export,Wood Products,Spain,2690,2677
Saudi Arabia,export,Wood Products,Netherlands,4653,4926
Saudi Arabia,export,Wood Products,Turkey,1887,1806
Saudi Arabia,export,Wood Products,Indonesia,2938,3223
Saudi Arabia,export,Wood Products,South Africa,1921,1900
Saudi Arabia,export,Energy,Germany,4167,3911
Saudi Arabia,export,Energy,USA,2216,2086
Saudi Arabia,export,Energy,France,767,775
Saudi Arabia,export,Energy,Japan,1149,1200
Saudi Arabia,export,Energy,China,3688,3723
Saudi Arabia,export,Energy,UK,2068,2019
Saudi Arabia,export,Energy,India,973,902
Saudi Arabia,export,Energy,Canada,2197,2187
Saudi Arabia,export,Energy,Brazil,776,813
Saudi Arabia,export,Energy,Australia,2390,2452
Saudi Arabia,export,Energy,South Korea,1075,1064
Saudi Arabia,export,Energy,Mexico,683,703
Saudi Arabia,export,Energy,Italy,1095,1172
Saudi Arabia,export,Energy,Russia,1224,1152
Saudi Arabia,export,Energy,Spain,1914,1793
Saudi Arabia,export,Energy,Netherlands,3939,4124
Saudi Arabia,export,Energy,Turkey,3477,3464
Saudi Arabia,export,Energy,Indonesia,844,810
Saudi Arabia,export,Energy,South Africa,4695,5190
Saudi Arabia,export,Services,Germany,857,790
Saudi Arabia,export,Services,USA,1072,1020
Saudi Arabia,export,Services,France,1576,1671
Saudi Arabia,export,Services,Japan,1170,1104
Saudi Arabia,export,Services,China,2473,2711
Saudi Arabia,export,Services,UK,563,570
Saudi Arabia,export,Services,India,1037,1013
Saudi Arabia,export,Services,Canada,2738,2727
Saudi Arabia,export,Services,Brazil,1255,1317
Saudi Arabia,export,Services,Australia,2926,2799
Saudi Arabia,export,Services,South Korea,1420,1335
Saudi Arabia,export,Services,Mexico,3453,3828
Saudi Arabia,export,Services,Italy,3810,3744
Saudi Arabia,export,Services,Russia,4372,4490
Saudi Arabia,export,Services,Spain,1339,1370
Saudi Arabia,export,Services,Netherlands,1055,1025
Saudi Arabia,export,Services,Turkey,4508,4866
Saudi Arabia,export,Services,Indonesia,4384,4436
Saudi Arabia,export,Services,South Africa,1647,1645
Saudi Arabia,export,ICT,Germany,4144,4103
Saudi Arabia,export,ICT,USA,2712,2468
Saudi Arabia,export,ICT,France,2790,2886
Saudi Arabia,export,ICT,Japan,4627,4550
Saudi Arabia,export,ICT,China,2822,3110
Saudi Arabia,export,ICT,UK,1943,2069
Saudi Arabia,export,ICT,India,4438,4489
Saudi Arabia,export,ICT,Canada,3903,4131
Saudi Arabia,export,ICT,Brazil,1244,1161
Saudi Arabia,export,ICT,Australia,729,703
Saudi Arabia,export,ICT,South Korea,2644,2430
Saudi Arabia,export,ICT,Mexico,2408,2493
Saudi Arabia,export,ICT,Italy,3086,3416
Saudi Arabia,export,ICT,Russia,1636,1582
Saudi Arabia,export,ICT,Spain,1285,1392
Saudi Arabia,export,ICT,Netherlands,3071,3362
Saudi Arabia,export,ICT,Turkey,3328,3155
Saudi Arabia,export,ICT,Indonesia,3101,3248
Saudi Arabia,export,ICT,South Africa,792,732
Saudi Arabia,import,Machinery,Germany,3380,3396
Saudi Arabia,import,Machinery,USA,2135,2001
Saudi Arabia,import,Machinery,France,3655,3854
Saudi Arabia,import,Machinery,Japan,2101,2030
Saudi Arabia,import,Machinery,China,1646,1525
Saudi Arabia,import,Machinery,UK,882,846
Saudi Arabia,import,Machinery,India,715,682
Saudi Arabia,import,Machinery,Canada,4645,4327
Saudi Arabia,import,Machinery,Brazil,753,764
Saudi Arabia,import,Machinery,Australia,4582,4508
Saudi Arabia,import,Machinery,South Korea,4222,4090
Saudi Arabia,import,Machinery,Mexico,4216,4645
Saudi Arabia,import,Machinery,Italy,4872,4975
Saudi Arabia,import,Machinery,Russia,3484,3349
Saudi Arabia,import,Machinery,Spain,3701,3763
Saudi Arabia,import,Machinery,Netherlands,973,996
Saudi Arabia,import,Machinery,Turkey,1810,1982
Saudi Arabia,import,Machinery,Indonesia,1497,1636
Saudi Arabia,import,Machinery,South Africa,586,546
Saudi Arabia,import,Chemicals,Germany,675,666
Saudi Arabia,import,Chemicals,USA,1393,1269
Saudi Arabia,import,Chemicals,France,744,805
Saudi Arabia,import,Chemicals,Japan,4273,3956
Saudi Arabia,import,Chemicals,China,3886,4096
Saudi Arabia,import,Chemicals,UK,3897,3713
Saudi Arabia,import,Chemicals,India,2370,2309
Saudi Arabia,import,Chemicals,Canada,925,1013
Saudi Arabia,import,Chemicals,Brazil,1264,1158
Saudi Arabia,import,Chemicals,Australia,982,911
Saudi Arabia,import,Chemicals,South Korea,1621,1558
Saudi Arabia,import,Chemicals,Mexico,1932,2084
Saudi Arabia,import,Chemicals,Italy,4718,4327
Saudi Arabia,import,Chemicals,Russia,4323,4576
Saudi Arabia,import,Chemicals,Spain,3622,3424
Saudi Arabia,import,Chemicals,Netherlands,3696,3866
Saudi Arabia,import,Chemicals,Turkey,559,558
Saudi Arabia,import,Chemicals,Indonesia,2047,2226
Saudi Arabia,import,Chemicals,South Africa,3813,3554
Saudi Arabia,import,Electronics,Germany,2094,2145
Saudi Arabia,import,Electronics,USA,1358,1401
Saudi Arabia,import,Electronics,France,2774,2904
Saudi Arabia,import,Electronics,Japan,838,848
Saudi Arabia,import,Electronics,China,1014,926
Saudi Arabia,import,Electronics,UK,3175,3311
Saudi Arabia,import,Electronics,India,2670,2591
Saudi Arabia,import,Electronics,Canada,3090,2870
Saudi Arabia,import,Electronics,Brazil,2089,1989
Saudi Arabia,import,Electronics,Australia,3558,3486
Saudi Arabia,import,Electronics,South Korea,4420,4461
Saudi Arabia,import,Electronics,Mexico,2089,2187
Saudi Arabia,import,Electronics,Italy,3498,3390
Saudi Arabia,import,Electronics,Russia,1556,1707
Saudi Arabia,import,Electronics,Spain,1965,2064
Saudi Arabia,import,Electronics,Netherlands,3403,3434
Saudi Arabia,import,Electronics,Turkey,2754,2522
Saudi Arabia,import,Electronics,Indonesia,4442,4263
Saudi Arabia,import,Electronics,South Africa,3929,4328
Saudi Arabia,import,Automotive,Germany,4774,4948
Saudi Arabia,import,Automotive,USA,3427,3473
Saudi Arabia,import,Automotive,France,1503,1460
Saudi Arabia,import,Automotive,Japan,1079,1027
Saudi Arabia,import,Automotive,China,2385,2509
Saudi Arabia,import,Automotive,UK,2177,2079
Saudi Arabia,import,Automotive,India,1085,1148
Saudi Arabia,import,Automotive,Canada,617,605
Saudi Arabia,import,Automotive,Brazil,1663,1638
Saudi Arabia,import,Automotive,Australia,1352,1259
Saudi Arabia,import,Automotive,South Korea,1161,1124
Saudi Arabia,import,Automotive,Mexico,4569,4668
Saudi Arabia,import,Automotive,Italy,2430,2624
Saudi Arabia,import,Automotive,Russia,1009,1103
Saudi Arabia,import,Automotive,Spain,4967,5357
Saudi Arabia,import,Automotive,Netherlands,1968,2078
Saudi Arabia,import,Automotive,Turkey,3032,2848
Saudi Arabia,import,Automotive,Indonesia,2149,2101
Saudi Arabia,import,Automotive,South Africa,4306,4064
Saudi Arabia,import,Agriculture,Germany,3012,3105
Saudi Arabia,import,Agriculture,USA,3380,3625
Saudi Arabia,import,Agriculture,France,2199,2364
Saudi Arabia,import,Agriculture,Japan,1949,1774
Saudi Arabia,import,Agriculture,China,3959,3754
Saudi Arabia,import,Agriculture,UK,3511,3687
Saudi Arabia,import,Agriculture,India,1349,1228
Saudi Arabia,import,Agriculture,Canada,1289,1432
Saudi Arabia,import,Agriculture,Brazil,4341,4608
Saudi Arabia,import,Agriculture,Australia,4908,5138
Saudi Arabia,import,Agriculture,South Korea,3833,3606
Saudi Arabia,import,Agriculture,Mexico,4945,5114
Saudi Arabia,import,Agriculture,Italy,657,722
Saudi Arabia,import,Agriculture,Russia,3634,3834
Saudi Arabia,import,Agriculture,Spain,3923,3934
Saudi Arabia,import,Agriculture,Netherlands,4600,4295
Saudi Arabia,import,Agriculture,Turkey,4606,5001
Saudi Arabia,import,Agriculture,Indonesia,1886,1937
Saudi Arabia,import,Agriculture,South Africa,1897,1800
Saudi Arabia,import,Textiles,Germany,3203,3430
Saudi Arabia,import,Textiles,USA,4144,3823
Saudi Arabia,import,Textiles,France,2621,2403
Saudi Arabia,import,Textiles,Japan,4593,4959
Saudi Arabia,import,Textiles,China,914,892
Saudi Arabia,import,Textiles,UK,2180,2231
Saudi Arabia,import,Textiles,India,3227,3489
Saudi Arabia,import,Textiles,Canada,704,652
Saudi Arabia,import,Textiles,Brazil,4776,5047
Saudi Arabia,import,Textiles,Australia,3753,3493
Saudi Arabia,import,Textiles,South Korea,3037,2947
Saudi Arabia,import,Textiles,Mexico,3724,3463
Saudi Arabia,import,Textiles,Italy,4850,5109
Saudi Arabia,import,Textiles,Russia,1698,1807
Saudi Arabia,import,Textiles,Spain,4297,4089
Saudi Arabia,import,Textiles,Netherlands,1163,1133
Saudi Arabia,import,Textiles,Turkey,4446,4630
Saudi Arabia,import,Textiles,Indonesia,4460,4536
Saudi Arabia,import,Textiles,South Africa,3280,3320
Saudi Arabia,import,Pharmaceuticals,Germany,3590,3471
Saudi Arabia,import,Pharmaceuticals,USA,2444,2277
Saudi Arabia,import,Pharmaceuticals,France,2218,2329
Saudi Arabia,import,Pharmaceuticals,Japan,4527,4304
Saudi Arabia,import,Pharmaceuticals,China,3712,4099
Saudi Arabia,import,Pharmaceuticals,UK,4146,3970
Saudi Arabia,import,Pharmaceuticals,India,3631,3360
Saudi Arabia,import,Pharmaceuticals,Canada,1354,1402
Saudi Arabia,import,Pharmaceuticals,Brazil,1481,1480
Saudi Arabia,import,Pharmaceuticals,Australia,4218,4500
Saudi Arabia,import,Pharmaceuticals,South Korea,3868,3911
Saudi Arabia,import,Pharmaceuticals,Mexico,4082,4039
Saudi Arabia,import,Pharmaceuticals,Italy,4675,4845
Saudi Arabia,import,Pharmaceuticals,Russia,1040,993
Saudi Arabia,import,Pharmaceuticals,Spain,3257,3546
Saudi Arabia,import,Pharmaceuticals,Netherlands,1547,1521
Saudi Arabia,import,Pharmaceuticals,Turkey,3547,3788
Saudi Arabia,import,Pharmaceuticals,Indonesia,4592,4661
Saudi Arabia,import,Pharmaceuticals,South Africa,3778,3987
Saudi Arabia,import,Metals,Germany,4313,4343
Saudi Arabia,import,Metals,USA,2741,2548
Saudi Arabia,import,Metals,France,1751,1871
Saudi Arabia,import,Metals,Japan,577,585
Saudi Arabia,import,Metals,China,4591,4371
Saudi Arabia,import,Metals,UK,3385,3529
Saudi Arabia,import,Metals,India,2764,2750
Saudi Arabia,import,Metals,Canada,4719,5194
Saudi Arabia,import,Metals,Brazil,580,575
Saudi Arabia,import,Metals,Australia,3493,3338
Saudi Arabia,import,Metals,South Korea,1731,1683
Saudi Arabia,import,Metals,Mexico,3022,3100
Saudi Arabia,import,Metals,Italy,1647,1546
Saudi Arabia,import,Metals,Russia,2628,2456
Saudi Arabia,import,Metals,Spain,4516,4364
Saudi Arabia,import,Metals,Netherlands,4014,3881
Saudi Arabia,import,Metals,Turkey,1311,1396
Saudi Arabia,import,Metals,Indonesia,1569,1452
Saudi Arabia,import,Metals,South Africa,546,502
Saudi Arabia,import,Plastics,Germany,4962,4596
Saudi Arabia,import,Plastics,USA,4445,4788
Saudi Arabia,import,Plastics,France,2110,2022
Saudi Arabia,import,Plastics,Japan,839,853
Saudi Arabia,import,Plastics,China,1476,1434
Saudi Arabia,import,Plastics,UK,4769,4483
Saudi Arabia,import,Plastics,India,4867,5355
Saudi Arabia,import,Plastics,Canada,4233,4302
Saudi Arabia,import,Plastics,Brazil,563,540
Saudi Arabia,import,Plastics,Australia,927,945
Saudi Arabia,import,Plastics,South Korea,2585,2700
Saudi Arabia,import,Plastics,Mexico,1825,1955
Saudi Arabia,import,Plastics,Italy,3553,3803
Saudi Arabia,import,Plastics,Russia,2929,2870
Saudi Arabia,import,Plastics,Spain,543,559
Saudi Arabia,import,Plastics,Netherlands,1936,1908
Saudi Arabia,import,Plastics,Turkey,3161,3006
Saudi Arabia,import,Plastics,Indonesia,2677,2444
Saudi Arabia,import,Plastics,South Africa,2297,2124
Saudi Arabia,import,Minerals,Germany,4643,5076
Saudi Arabia,import,Minerals,USA,3150,3113
Saudi Arabia,import,Minerals,France,1826,1859
Saudi Arabia,import,Minerals,Japan,3810,4178
Saudi Arabia,import,Minerals,China,3884,4203
Saudi Arabia,import,Minerals,UK,2859,2988
Saudi Arabia,import,Minerals,India,4450,4896
Saudi Arabia,import,Minerals,Canada,4095,3952
Saudi Arabia,import,Minerals,Brazil,3294,3007
Saudi Arabia,import,Minerals,Australia,1913,1811
Saudi Arabia,import,Minerals,South Korea,987,996
Saudi Arabia,import,Minerals,Mexico,3734,4034
Saudi Arabia,import,Minerals,Italy,1246,1281
Saudi Arabia,import,Minerals,Russia,1602,1498
Saudi Arabia,import,Minerals,Spain,3128,2959
Saudi Arabia,import,Minerals,Netherlands,1261,1212
Saudi Arabia,import,Minerals,Turkey,3064,3321
Saudi Arabia,import,Minerals,Indonesia,1415,1472
Saudi Arabia,import,Minerals,South Africa,2878,2809
Saudi Arabia,import,Food Products,Germany,1573,1534
Saudi Arabia,import,Food Products,USA,3275,3435
Saudi Arabia,import,Food Products,France,1362,1436
Saudi Arabia,import,Food Products,Japan,1365,1408
Saudi Arabia,import,Food Products,China,3922,3621
Saudi Arabia,import,Food Products,UK,2021,1995
Saudi Arabia,import,Food Products,India,1307,1276
Saudi Arabia,import,Food Products,Canada,1759,1718
Saudi Arabia,import,Food Products,Brazil,3508,3426
Saudi Arabia,import,Food Products,Australia,2999,3296
Saudi Arabia,import,Food Products,South Korea,3774,3640
Saudi Arabia,import,Food Products,Mexico,1227,1193
Saudi Arabia,import,Food Products,Italy,4418,4829
Saudi Arabia,import,Food Products,Russia,667,719
Saudi Arabia,import,Food Products,Spain,574,567
Saudi Arabia,import,Food Products,Netherlands,4013,3687
Saudi Arabia,import,Food Products,Turkey,2211,2220
Saudi Arabia,import,Food Products,Indonesia,2530,2628
Saudi Arabia,import,Food Products,South Africa,3183,3305
Saudi Arabia,import,Wood Products,Germany,4152,4440
Saudi Arabia,import,Wood Products,USA,3601,3280
Saudi Arabia,import,Wood Products,France,541,600
Saudi Arabia,import,Wood Products,Japan,3447,3174
Saudi Arabia,import,Wood Products,China,3161,3003
Saudi Arabia,import,Wood Products,UK,2367,2552
Saudi Arabia,import,Wood Products,India,2055,2282
Saudi Arabia,import,Wood Products,Canada,4821,5286
Saudi Arabia,import,Wood Products,Brazil,2717,2775
Saudi Arabia,import,Wood Products,Australia,2691,2941
Saudi Arabia,import,Wood Products,South Korea,1497,1548
Saudi Arabia,import,Wood Products,Mexico,1503,1638
Saudi Arabia,import,Wood Products,Italy,3027,2866
Saudi Arabia,import,Wood Products,Russia,3181,2914
Saudi Arabia,import,Wood Products,Spain,2225,2096
Saudi Arabia,import,Wood Products,Netherlands,3636,3904
Saudi Arabia,import,Wood Products,Turkey,2225,2179
Saudi Arabia,import,Wood Products,Indonesia,1594,1676
Saudi Arabia,import,Wood Products,South Africa,1661,1583
Saudi Arabia,import,Energy,Germany,3236,3499
Saudi Arabia,import,Energy,USA,818,891
Saudi Arabia,import,Energy,France,1833,1815
Saudi Arabia,import,Energy,Japan,3576,3542
Saudi Arabia,import,Energy,China,872,798
Saudi Arabia,import,Energy,UK,901,965
Saudi Arabia,import,Energy,India,2126,2086
Saudi Arabia,import,Energy,Canada,1577,1440
Saudi Arabia,import,Energy,Brazil,3649,4006
Saudi Arabia,import,Energy,Australia,2316,2213
Saudi Arabia,import,Energy,South Korea,1684,1859
Saudi Arabia,import,Energy,Mexico,3497,3520
Saudi Arabia,import,Energy,Italy,1180,1150
Saudi Arabia,import,Energy,Russia,3283,3131
Saudi Arabia,import,Energy,Spain,3442,3131
Saudi Arabia,import,Energy,Netherlands,3687,3563
Saudi Arabia,import,Energy,Turkey,2574,2839
Saudi Arabia,import,Energy,Indonesia,1474,1470
Saudi Arabia,import,Energy,South Africa,948,864
Saudi Arabia,import,Services,Germany,3243,3173
Saudi Arabia,import,Services,USA,1381,1342
Saudi Arabia,import,Services,France,3840,3808
Saudi Arabia,import,Services,Japan,1317,1366
Saudi Arabia,import,Services,China,1829,1967
Saudi Arabia,import,Services,UK,4871,5346
Saudi Arabia,import,Services,India,1268,1360
Saudi Arabia,import,Services,Canada,1729,1582
Saudi Arabia,import,Services,Brazil,3972,4399
Saudi Arabia,import,Services,Australia,1230,1140
Saudi Arabia,import,Services,South Korea,888,837
Saudi Arabia,import,Services,Mexico,3409,3297
Saudi Arabia,import,Services,Italy,3520,3444
Saudi Arabia,import,Services,Russia,4659,4552
Saudi Arabia,import,Services,Spain,4122,4110
Saudi Arabia,import,Services,Netherlands,4729,4349
Saudi Arabia,import,Services,Turkey,3548,3940
Saudi Arabia,import,Services,Indonesia,3787,3640
Saudi Arabia,import,Services,South Africa,2893,2670
Saudi Arabia,import,ICT,Germany,4847,5263
Saudi Arabia,import,ICT,USA,2291,2423
Saudi Arabia,import,ICT,France,2976,2799
Saudi Arabia,import,ICT,Japan,4394,4298
Saudi Arabia,import,ICT,China,4180,4457
Saudi Arabia,import,ICT,UK,2770,2806
Saudi Arabia,import,ICT,India,3031,2959
Saudi Arabia,import,ICT,Canada,1377,1493
Saudi Arabia,import,ICT,Brazil,3694,3406
Saudi Arabia,import,ICT,Australia,2634,2518
Saudi Arabia,import,ICT,South Korea,2638,2923
Saudi Arabia,import,ICT,Mexico,3289,3347
Saudi Arabia,import,ICT,Italy,1597,1648
Saudi Arabia,import,ICT,Russia,1440,1312
Saudi Arabia,import,ICT,Spain,1361,1475
Saudi Arabia,import,ICT,Netherlands,2618,2850
Saudi Arabia,import,ICT,Turkey,4165,3847
Saudi Arabia,import,ICT,Indonesia,1876,2044
Saudi Arabia,import,ICT,South Africa,2903,3049
South Africa,export,Machinery,Germany,1870,2057
South Africa,export,Machinery,USA,1284,1169
South Africa,export,Machinery,France,4669,5055
South Africa,export,Machinery,Japan,3003,3257
South Africa,export,Machinery,China,957,916
South Africa,export,Machinery,UK,1965,1972
South Africa,export,Machinery,India,838,854
South Africa,export,Machinery,Canada,1758,1923
South Africa,export,Machinery,Brazil,642,608
South Africa,export,Machinery,Australia,2987,2862
South Africa,export,Machinery,South Korea,3292,3328
South Africa,export,Machinery,Mexico,3268,3416
South Africa,export,Machinery,Italy,2771,2685
South Africa,export,Machinery,Russia,4207,4496
South Africa,export,Machinery,Spain,1483,1398
South Africa,export,Machinery,Netherlands,4634,4351
South Africa,export,Machinery,Turkey,3158,3435
South Africa,export,Machinery,Indonesia,2911,2648
South Africa,export,Machinery,Saudi Arabia,3381,3650
South Africa,export,Chemicals,Germany,2698,2988
South Africa,export,Chemicals,USA,3517,3556
South Africa,export,Chemicals,France,1336,1370
South Africa,export,Chemicals,Japan,2697,2896
